"No.","Time","Source","Destination","Protocol","Info"
"396298","1593264908.093089","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 48121; Unit:   1, Func:   5: Write Single Coil"
"396304","1593264908.096183","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 48121; Unit:   1, Func:   5: Write Single Coil"
"396305","1593264908.096239","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 43471; Unit:   1, Func:   5: Write Single Coil"
"396310","1593264908.099364","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 43471; Unit:   1, Func:   5: Write Single Coil"
"396311","1593264908.099501","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 25443; Unit:   1, Func:   5: Write Single Coil"
"396317","1593264908.102707","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 25443; Unit:   1, Func:   5: Write Single Coil"
"396318","1593264908.102773","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 34200; Unit:   1, Func:   5: Write Single Coil"
"396326","1593264908.106039","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 34200; Unit:   1, Func:   5: Write Single Coil"
"396327","1593264908.106040","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 17932; Unit:   1, Func:   5: Write Single Coil"
"396332","1593264908.109244","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 17932; Unit:   1, Func:   5: Write Single Coil"
"396333","1593264908.109245","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 37796; Unit:   1, Func:   5: Write Single Coil"
"396341","1593264908.112626","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 37796; Unit:   1, Func:   5: Write Single Coil"
"396342","1593264908.112712","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 41371; Unit:   1, Func:   5: Write Single Coil"
"396346","1593264908.115997","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 41371; Unit:   1, Func:   5: Write Single Coil"
"396347","1593264908.116071","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18087; Unit:   1, Func:   5: Write Single Coil"
"396353","1593264908.119304","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18087; Unit:   1, Func:   5: Write Single Coil"
"396354","1593264908.119353","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:   275; Unit:   1, Func:   5: Write Single Coil"
"396359","1593264908.122566","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:   275; Unit:   1, Func:   5: Write Single Coil"
"396360","1593264908.122604","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 57776; Unit:   1, Func:   5: Write Single Coil"
"396370","1593264908.125941","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 57776; Unit:   1, Func:   5: Write Single Coil"
"396371","1593264908.125964","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 45265; Unit:   1, Func:   5: Write Single Coil"
"396375","1593264908.129249","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 45265; Unit:   1, Func:   5: Write Single Coil"
"396376","1593264908.129266","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 11656; Unit:   1, Func:   5: Write Single Coil"
"396381","1593264908.132512","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 11656; Unit:   1, Func:   5: Write Single Coil"
"396382","1593264908.132637","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:   338; Unit:   1, Func:   5: Write Single Coil"
"396389","1593264908.135851","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:   338; Unit:   1, Func:   5: Write Single Coil"
"396390","1593264908.135948","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 45675; Unit:   1, Func:   5: Write Single Coil"
"396394","1593264908.139168","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 45675; Unit:   1, Func:   5: Write Single Coil"
"397195","1593264908.639535","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  1757; Unit:   1, Func:   5: Write Single Coil"
"397199","1593264908.640772","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  1757; Unit:   1, Func:   5: Write Single Coil"
"397200","1593264908.640833","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 43314; Unit:   1, Func:   5: Write Single Coil"
"397207","1593264908.644132","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 43314; Unit:   1, Func:   5: Write Single Coil"
"397208","1593264908.644209","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 50139; Unit:   1, Func:   5: Write Single Coil"
"397214","1593264908.647414","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 50139; Unit:   1, Func:   5: Write Single Coil"
"397216","1593264908.647499","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  2361; Unit:   1, Func:   5: Write Single Coil"
"397221","1593264908.650805","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  2361; Unit:   1, Func:   5: Write Single Coil"
"397222","1593264908.650921","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 41196; Unit:   1, Func:   5: Write Single Coil"
"397233","1593264908.654014","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 41196; Unit:   1, Func:   5: Write Single Coil"
"397234","1593264908.654166","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 24564; Unit:   1, Func:   5: Write Single Coil"
"397239","1593264908.657361","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 24564; Unit:   1, Func:   5: Write Single Coil"
"397240","1593264908.657427","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 52718; Unit:   1, Func:   5: Write Single Coil"
"397245","1593264908.660795","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 52718; Unit:   1, Func:   5: Write Single Coil"
"397246","1593264908.660863","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 62630; Unit:   1, Func:   5: Write Single Coil"
"397252","1593264908.663857","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 62630; Unit:   1, Func:   5: Write Single Coil"
"398034","1593264909.164297","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 24574; Unit:   1, Func:   5: Write Single Coil"
"398038","1593264909.165467","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 24574; Unit:   1, Func:   5: Write Single Coil"
"398039","1593264909.165563","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 34398; Unit:   1, Func:   5: Write Single Coil"
"398044","1593264909.169138","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 34398; Unit:   1, Func:   5: Write Single Coil"
"398045","1593264909.169198","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 39788; Unit:   1, Func:   5: Write Single Coil"
"398050","1593264909.172531","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 39788; Unit:   1, Func:   5: Write Single Coil"
"398051","1593264909.172604","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 59039; Unit:   1, Func:   5: Write Single Coil"
"398056","1593264909.175838","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 59039; Unit:   1, Func:   5: Write Single Coil"
"398057","1593264909.175904","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 59947; Unit:   1, Func:   5: Write Single Coil"
"398063","1593264909.179167","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 59947; Unit:   1, Func:   5: Write Single Coil"
"398064","1593264909.179307","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42515; Unit:   1, Func:   5: Write Single Coil"
"398074","1593264909.182441","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42515; Unit:   1, Func:   5: Write Single Coil"
"398075","1593264909.182548","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 17837; Unit:   1, Func:   5: Write Single Coil"
"398080","1593264909.185961","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 17837; Unit:   1, Func:   5: Write Single Coil"
"398081","1593264909.185963","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 52903; Unit:   1, Func:   5: Write Single Coil"
"398085","1593264909.189226","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 52903; Unit:   1, Func:   5: Write Single Coil"
"398086","1593264909.189284","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 50210; Unit:   1, Func:   5: Write Single Coil"
"398093","1593264909.192534","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 50210; Unit:   1, Func:   5: Write Single Coil"
"398094","1593264909.192591","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 59376; Unit:   1, Func:   5: Write Single Coil"
"398098","1593264909.195928","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 59376; Unit:   1, Func:   5: Write Single Coil"
"398099","1593264909.195983","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 58484; Unit:   1, Func:   5: Write Single Coil"
"398105","1593264909.199183","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 58484; Unit:   1, Func:   5: Write Single Coil"
"398106","1593264909.199318","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 25186; Unit:   1, Func:   5: Write Single Coil"
"398116","1593264909.202473","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 25186; Unit:   1, Func:   5: Write Single Coil"
"398117","1593264909.202578","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 30103; Unit:   1, Func:   5: Write Single Coil"
"398122","1593264909.205832","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 30103; Unit:   1, Func:   5: Write Single Coil"
"398123","1593264909.205925","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 14403; Unit:   1, Func:   5: Write Single Coil"
"398128","1593264909.209204","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 14403; Unit:   1, Func:   5: Write Single Coil"
"398129","1593264909.209275","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 51098; Unit:   1, Func:   5: Write Single Coil"
"398136","1593264909.212580","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 51098; Unit:   1, Func:   5: Write Single Coil"
"398927","1593264909.712996","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 48518; Unit:   1, Func:   5: Write Single Coil"
"398930","1593264909.714219","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 48518; Unit:   1, Func:   5: Write Single Coil"
"398931","1593264909.714261","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 38605; Unit:   1, Func:   5: Write Single Coil"
"398938","1593264909.717456","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 38605; Unit:   1, Func:   5: Write Single Coil"
"398939","1593264909.717587","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 11015; Unit:   1, Func:   5: Write Single Coil"
"398943","1593264909.720911","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 11015; Unit:   1, Func:   5: Write Single Coil"
"398944","1593264909.721023","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 31010; Unit:   1, Func:   5: Write Single Coil"
"398949","1593264909.724195","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 31010; Unit:   1, Func:   5: Write Single Coil"
"398974","1593264909.739127","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 40844; Unit:   1, Func:   5: Write Single Coil"
"398975","1593264909.739130","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 40844; Unit:   1, Func:   5: Write Single Coil"
"398976","1593264909.739130","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10335; Unit:   1, Func:   5: Write Single Coil"
"398977","1593264909.739131","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10335; Unit:   1, Func:   5: Write Single Coil"
"398978","1593264909.739132","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 16783; Unit:   1, Func:   5: Write Single Coil"
"398979","1593264909.739133","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 16783; Unit:   1, Func:   5: Write Single Coil"
"398980","1593264909.739134","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  9387; Unit:   1, Func:   5: Write Single Coil"
"398982","1593264909.739136","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  9387; Unit:   1, Func:   5: Write Single Coil"
"399766","1593264910.237506","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10431; Unit:   1, Func:   5: Write Single Coil"
"399768","1593264910.238626","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10431; Unit:   1, Func:   5: Write Single Coil"
"399769","1593264910.238772","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 16001; Unit:   1, Func:   5: Write Single Coil"
"399773","1593264910.242028","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 16001; Unit:   1, Func:   5: Write Single Coil"
"399774","1593264910.242139","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 57246; Unit:   1, Func:   5: Write Single Coil"
"399783","1593264910.245322","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 57246; Unit:   1, Func:   5: Write Single Coil"
"399786","1593264910.245386","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  6600; Unit:   1, Func:   5: Write Single Coil"
"399790","1593264910.248628","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  6600; Unit:   1, Func:   5: Write Single Coil"
"399791","1593264910.248742","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 62296; Unit:   1, Func:   5: Write Single Coil"
"399796","1593264910.251991","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 62296; Unit:   1, Func:   5: Write Single Coil"
"399797","1593264910.252075","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 29886; Unit:   1, Func:   5: Write Single Coil"
"399803","1593264910.255322","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 29886; Unit:   1, Func:   5: Write Single Coil"
"399804","1593264910.255416","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 63244; Unit:   1, Func:   5: Write Single Coil"
"399809","1593264910.258610","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 63244; Unit:   1, Func:   5: Write Single Coil"
"399810","1593264910.258749","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 27557; Unit:   1, Func:   5: Write Single Coil"
"399816","1593264910.262003","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 27557; Unit:   1, Func:   5: Write Single Coil"
"399817","1593264910.262086","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 64664; Unit:   1, Func:   5: Write Single Coil"
"399825","1593264910.265320","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 64664; Unit:   1, Func:   5: Write Single Coil"
"399826","1593264910.265345","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  2162; Unit:   1, Func:   5: Write Single Coil"
"399832","1593264910.268629","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  2162; Unit:   1, Func:   5: Write Single Coil"
"399833","1593264910.268717","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18926; Unit:   1, Func:   5: Write Single Coil"
"399838","1593264910.271969","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18926; Unit:   1, Func:   5: Write Single Coil"
"399839","1593264910.272052","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 50611; Unit:   1, Func:   5: Write Single Coil"
"399845","1593264910.275276","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 50611; Unit:   1, Func:   5: Write Single Coil"
"399846","1593264910.275371","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 37888; Unit:   1, Func:   5: Write Single Coil"
"399852","1593264910.278583","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 37888; Unit:   1, Func:   5: Write Single Coil"
"399853","1593264910.278662","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 55965; Unit:   1, Func:   5: Write Single Coil"
"399857","1593264910.282024","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 55965; Unit:   1, Func:   5: Write Single Coil"
"399858","1593264910.282082","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  2091; Unit:   1, Func:   5: Write Single Coil"
"399867","1593264910.285199","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  2091; Unit:   1, Func:   5: Write Single Coil"
"400692","1593264910.785458","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 23788; Unit:   1, Func:   5: Write Single Coil"
"400696","1593264910.786721","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 23788; Unit:   1, Func:   5: Write Single Coil"
"400697","1593264910.786822","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  3324; Unit:   1, Func:   5: Write Single Coil"
"400704","1593264910.790080","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  3324; Unit:   1, Func:   5: Write Single Coil"
"400705","1593264910.790170","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 17863; Unit:   1, Func:   5: Write Single Coil"
"400713","1593264910.793377","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 17863; Unit:   1, Func:   5: Write Single Coil"
"400715","1593264910.793466","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 12309; Unit:   1, Func:   5: Write Single Coil"
"400720","1593264910.796725","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 12309; Unit:   1, Func:   5: Write Single Coil"
"400721","1593264910.796830","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  9518; Unit:   1, Func:   5: Write Single Coil"
"400726","1593264910.799986","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  9518; Unit:   1, Func:   5: Write Single Coil"
"400727","1593264910.800134","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 40328; Unit:   1, Func:   5: Write Single Coil"
"400731","1593264910.803314","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 40328; Unit:   1, Func:   5: Write Single Coil"
"400732","1593264910.803410","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4413; Unit:   1, Func:   5: Write Single Coil"
"400741","1593264910.806639","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4413; Unit:   1, Func:   5: Write Single Coil"
"400742","1593264910.806689","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 50690; Unit:   1, Func:   5: Write Single Coil"
"400749","1593264910.810057","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 50690; Unit:   1, Func:   5: Write Single Coil"
"401566","1593264911.310557","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 57328; Unit:   1, Func:   5: Write Single Coil"
"401569","1593264911.311974","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 57328; Unit:   1, Func:   5: Write Single Coil"
"401570","1593264911.312045","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 60564; Unit:   1, Func:   5: Write Single Coil"
"401577","1593264911.314999","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 60564; Unit:   1, Func:   5: Write Single Coil"
"401578","1593264911.315162","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 27613; Unit:   1, Func:   5: Write Single Coil"
"401587","1593264911.318287","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 27613; Unit:   1, Func:   5: Write Single Coil"
"401588","1593264911.318408","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 24059; Unit:   1, Func:   5: Write Single Coil"
"401597","1593264911.321672","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 24059; Unit:   1, Func:   5: Write Single Coil"
"401598","1593264911.321746","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 54924; Unit:   1, Func:   5: Write Single Coil"
"401602","1593264911.324954","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 54924; Unit:   1, Func:   5: Write Single Coil"
"401603","1593264911.325046","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 41892; Unit:   1, Func:   5: Write Single Coil"
"401611","1593264911.328299","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 41892; Unit:   1, Func:   5: Write Single Coil"
"401612","1593264911.328369","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 61379; Unit:   1, Func:   5: Write Single Coil"
"401618","1593264911.331549","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 61379; Unit:   1, Func:   5: Write Single Coil"
"401619","1593264911.331670","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 34538; Unit:   1, Func:   5: Write Single Coil"
"401630","1593264911.334899","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 34538; Unit:   1, Func:   5: Write Single Coil"
"401631","1593264911.334935","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  5765; Unit:   1, Func:   5: Write Single Coil"
"401636","1593264911.338198","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  5765; Unit:   1, Func:   5: Write Single Coil"
"401637","1593264911.338283","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 41341; Unit:   1, Func:   5: Write Single Coil"
"401648","1593264911.341535","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 41341; Unit:   1, Func:   5: Write Single Coil"
"401649","1593264911.341604","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4248; Unit:   1, Func:   5: Write Single Coil"
"401653","1593264911.344945","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4248; Unit:   1, Func:   5: Write Single Coil"
"401654","1593264911.345032","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42641; Unit:   1, Func:   5: Write Single Coil"
"401658","1593264911.348277","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42641; Unit:   1, Func:   5: Write Single Coil"
"401659","1593264911.348355","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 14683; Unit:   1, Func:   5: Write Single Coil"
"401666","1593264911.351530","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 14683; Unit:   1, Func:   5: Write Single Coil"
"401667","1593264911.351584","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 32954; Unit:   1, Func:   5: Write Single Coil"
"401671","1593264911.354861","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 32954; Unit:   1, Func:   5: Write Single Coil"
"401672","1593264911.354956","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 22569; Unit:   1, Func:   5: Write Single Coil"
"401679","1593264911.358196","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 22569; Unit:   1, Func:   5: Write Single Coil"
"402476","1593264911.858332","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 15851; Unit:   1, Func:   5: Write Single Coil"
"402479","1593264911.859518","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 15851; Unit:   1, Func:   5: Write Single Coil"
"402480","1593264911.859541","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10789; Unit:   1, Func:   5: Write Single Coil"
"402486","1593264911.862940","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10789; Unit:   1, Func:   5: Write Single Coil"
"402487","1593264911.862941","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 36192; Unit:   1, Func:   5: Write Single Coil"
"402491","1593264911.866243","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 36192; Unit:   1, Func:   5: Write Single Coil"
"402492","1593264911.866358","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 23496; Unit:   1, Func:   5: Write Single Coil"
"402498","1593264911.869546","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 23496; Unit:   1, Func:   5: Write Single Coil"
"402499","1593264911.869547","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 50926; Unit:   1, Func:   5: Write Single Coil"
"402504","1593264911.872934","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 50926; Unit:   1, Func:   5: Write Single Coil"
"402505","1593264911.872955","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 27454; Unit:   1, Func:   5: Write Single Coil"
"402510","1593264911.876228","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 27454; Unit:   1, Func:   5: Write Single Coil"
"402511","1593264911.876311","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 40500; Unit:   1, Func:   5: Write Single Coil"
"402522","1593264911.879497","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 40500; Unit:   1, Func:   5: Write Single Coil"
"402523","1593264911.879538","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 35082; Unit:   1, Func:   5: Write Single Coil"
"402533","1593264911.882967","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 35082; Unit:   1, Func:   5: Write Single Coil"
"403328","1593264912.383492","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  3119; Unit:   1, Func:   5: Write Single Coil"
"403335","1593264912.384827","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  3119; Unit:   1, Func:   5: Write Single Coil"
"403336","1593264912.384947","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 32726; Unit:   1, Func:   5: Write Single Coil"
"403340","1593264912.388117","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 32726; Unit:   1, Func:   5: Write Single Coil"
"403341","1593264912.388184","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  5043; Unit:   1, Func:   5: Write Single Coil"
"403347","1593264912.391526","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  5043; Unit:   1, Func:   5: Write Single Coil"
"403348","1593264912.391630","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 29830; Unit:   1, Func:   5: Write Single Coil"
"403353","1593264912.394869","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 29830; Unit:   1, Func:   5: Write Single Coil"
"403354","1593264912.394960","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 25295; Unit:   1, Func:   5: Write Single Coil"
"403359","1593264912.398191","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 25295; Unit:   1, Func:   5: Write Single Coil"
"403360","1593264912.398279","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 31997; Unit:   1, Func:   5: Write Single Coil"
"403365","1593264912.401423","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 31997; Unit:   1, Func:   5: Write Single Coil"
"403367","1593264912.401580","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4708; Unit:   1, Func:   5: Write Single Coil"
"403372","1593264912.404825","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4708; Unit:   1, Func:   5: Write Single Coil"
"403373","1593264912.404930","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 23876; Unit:   1, Func:   5: Write Single Coil"
"403384","1593264912.408140","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 23876; Unit:   1, Func:   5: Write Single Coil"
