"No.","Time","Source","Destination","Protocol","Info"
"403385","1593264912.408270","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 32144; Unit:   1, Func:   5: Write Single Coil"
"403392","1593264912.411421","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 32144; Unit:   1, Func:   5: Write Single Coil"
"403393","1593264912.411505","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 47115; Unit:   1, Func:   5: Write Single Coil"
"403398","1593264912.414751","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 47115; Unit:   1, Func:   5: Write Single Coil"
"403399","1593264912.414857","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 24758; Unit:   1, Func:   5: Write Single Coil"
"403404","1593264912.418036","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 24758; Unit:   1, Func:   5: Write Single Coil"
"403405","1593264912.418094","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 60964; Unit:   1, Func:   5: Write Single Coil"
"403410","1593264912.421365","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 60964; Unit:   1, Func:   5: Write Single Coil"
"403412","1593264912.421475","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18406; Unit:   1, Func:   5: Write Single Coil"
"403418","1593264912.424781","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18406; Unit:   1, Func:   5: Write Single Coil"
"403419","1593264912.424897","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42241; Unit:   1, Func:   5: Write Single Coil"
"403427","1593264912.428130","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42241; Unit:   1, Func:   5: Write Single Coil"
"403428","1593264912.428167","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4134; Unit:   1, Func:   5: Write Single Coil"
"403433","1593264912.431413","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4134; Unit:   1, Func:   5: Write Single Coil"
"404225","1593264912.931771","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42116; Unit:   1, Func:   5: Write Single Coil"
"404228","1593264912.932966","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42116; Unit:   1, Func:   5: Write Single Coil"
"404229","1593264912.933042","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 16519; Unit:   1, Func:   5: Write Single Coil"
"404233","1593264912.936321","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 16519; Unit:   1, Func:   5: Write Single Coil"
"404234","1593264912.936457","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  6889; Unit:   1, Func:   5: Write Single Coil"
"404240","1593264912.939580","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  6889; Unit:   1, Func:   5: Write Single Coil"
"404241","1593264912.939702","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10144; Unit:   1, Func:   5: Write Single Coil"
"404250","1593264912.942967","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10144; Unit:   1, Func:   5: Write Single Coil"
"404251","1593264912.943085","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 47173; Unit:   1, Func:   5: Write Single Coil"
"404256","1593264912.946257","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 47173; Unit:   1, Func:   5: Write Single Coil"
"404257","1593264912.946303","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  8426; Unit:   1, Func:   5: Write Single Coil"
"404262","1593264912.949269","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  8426; Unit:   1, Func:   5: Write Single Coil"
"404263","1593264912.949361","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 61681; Unit:   1, Func:   5: Write Single Coil"
"404269","1593264912.952637","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 61681; Unit:   1, Func:   5: Write Single Coil"
"404270","1593264912.952764","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 19883; Unit:   1, Func:   5: Write Single Coil"
"404275","1593264912.956157","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 19883; Unit:   1, Func:   5: Write Single Coil"
"405076","1593264913.456497","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 28332; Unit:   1, Func:   5: Write Single Coil"
"405079","1593264913.458038","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 28332; Unit:   1, Func:   5: Write Single Coil"
"405080","1593264913.458096","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 56267; Unit:   1, Func:   5: Write Single Coil"
"405087","1593264913.461406","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 56267; Unit:   1, Func:   5: Write Single Coil"
"405088","1593264913.461481","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 38746; Unit:   1, Func:   5: Write Single Coil"
"405092","1593264913.464831","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 38746; Unit:   1, Func:   5: Write Single Coil"
"405093","1593264913.464936","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 52270; Unit:   1, Func:   5: Write Single Coil"
"405098","1593264913.468041","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 52270; Unit:   1, Func:   5: Write Single Coil"
"405099","1593264913.468140","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  5677; Unit:   1, Func:   5: Write Single Coil"
"405108","1593264913.471401","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  5677; Unit:   1, Func:   5: Write Single Coil"
"405110","1593264913.471538","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4765; Unit:   1, Func:   5: Write Single Coil"
"405114","1593264913.474812","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4765; Unit:   1, Func:   5: Write Single Coil"
"405115","1593264913.474916","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 41182; Unit:   1, Func:   5: Write Single Coil"
"405122","1593264913.478126","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 41182; Unit:   1, Func:   5: Write Single Coil"
"405123","1593264913.478200","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 48971; Unit:   1, Func:   5: Write Single Coil"
"405127","1593264913.481400","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 48971; Unit:   1, Func:   5: Write Single Coil"
"405129","1593264913.481500","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  5046; Unit:   1, Func:   5: Write Single Coil"
"405135","1593264913.484843","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  5046; Unit:   1, Func:   5: Write Single Coil"
"405136","1593264913.484925","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  9186; Unit:   1, Func:   5: Write Single Coil"
"405140","1593264913.488095","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  9186; Unit:   1, Func:   5: Write Single Coil"
"405141","1593264913.488184","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42446; Unit:   1, Func:   5: Write Single Coil"
"405151","1593264913.491385","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42446; Unit:   1, Func:   5: Write Single Coil"
"405152","1593264913.491514","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 53877; Unit:   1, Func:   5: Write Single Coil"
"405157","1593264913.494694","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 53877; Unit:   1, Func:   5: Write Single Coil"
"405158","1593264913.494819","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 13229; Unit:   1, Func:   5: Write Single Coil"
"405163","1593264913.498061","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 13229; Unit:   1, Func:   5: Write Single Coil"
"405164","1593264913.498114","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 56579; Unit:   1, Func:   5: Write Single Coil"
"405170","1593264913.501418","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 56579; Unit:   1, Func:   5: Write Single Coil"
"405172","1593264913.501503","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  9987; Unit:   1, Func:   5: Write Single Coil"
"405177","1593264913.504859","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  9987; Unit:   1, Func:   5: Write Single Coil"
"405978","1593264914.004803","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 12405; Unit:   1, Func:   5: Write Single Coil"
"405980","1593264914.005652","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 12405; Unit:   1, Func:   5: Write Single Coil"
"405981","1593264914.005728","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 39284; Unit:   1, Func:   5: Write Single Coil"
"405985","1593264914.009062","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 39284; Unit:   1, Func:   5: Write Single Coil"
"405986","1593264914.009272","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 43842; Unit:   1, Func:   5: Write Single Coil"
"405991","1593264914.012300","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 43842; Unit:   1, Func:   5: Write Single Coil"
"405993","1593264914.012412","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 37661; Unit:   1, Func:   5: Write Single Coil"
"406000","1593264914.015632","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 37661; Unit:   1, Func:   5: Write Single Coil"
"406001","1593264914.015768","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 54996; Unit:   1, Func:   5: Write Single Coil"
"406009","1593264914.018970","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 54996; Unit:   1, Func:   5: Write Single Coil"
"406010","1593264914.019020","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18575; Unit:   1, Func:   5: Write Single Coil"
"406016","1593264914.022252","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18575; Unit:   1, Func:   5: Write Single Coil"
"406017","1593264914.022351","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 53467; Unit:   1, Func:   5: Write Single Coil"
"406023","1593264914.025551","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 53467; Unit:   1, Func:   5: Write Single Coil"
"406024","1593264914.025638","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  5724; Unit:   1, Func:   5: Write Single Coil"
"406030","1593264914.028941","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  5724; Unit:   1, Func:   5: Write Single Coil"
"406851","1593264914.529518","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 37539; Unit:   1, Func:   5: Write Single Coil"
"406853","1593264914.530676","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 37539; Unit:   1, Func:   5: Write Single Coil"
"406854","1593264914.530809","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 24916; Unit:   1, Func:   5: Write Single Coil"
"406862","1593264914.534068","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 24916; Unit:   1, Func:   5: Write Single Coil"
"406863","1593264914.534166","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 51359; Unit:   1, Func:   5: Write Single Coil"
"406873","1593264914.537338","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 51359; Unit:   1, Func:   5: Write Single Coil"
"406875","1593264914.537393","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 37305; Unit:   1, Func:   5: Write Single Coil"
"406883","1593264914.540701","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 37305; Unit:   1, Func:   5: Write Single Coil"
"406884","1593264914.540751","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  1599; Unit:   1, Func:   5: Write Single Coil"
"406890","1593264914.544042","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  1599; Unit:   1, Func:   5: Write Single Coil"
"406891","1593264914.544112","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 15048; Unit:   1, Func:   5: Write Single Coil"
"406895","1593264914.547345","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 15048; Unit:   1, Func:   5: Write Single Coil"
"406897","1593264914.547420","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 47071; Unit:   1, Func:   5: Write Single Coil"
"406904","1593264914.550717","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 47071; Unit:   1, Func:   5: Write Single Coil"
"406905","1593264914.550776","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18069; Unit:   1, Func:   5: Write Single Coil"
"406909","1593264914.554163","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18069; Unit:   1, Func:   5: Write Single Coil"
"406910","1593264914.554278","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 58130; Unit:   1, Func:   5: Write Single Coil"
"406919","1593264914.557449","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 58130; Unit:   1, Func:   5: Write Single Coil"
"406921","1593264914.557545","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 28234; Unit:   1, Func:   5: Write Single Coil"
"406926","1593264914.560854","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 28234; Unit:   1, Func:   5: Write Single Coil"
"406927","1593264914.561004","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 46597; Unit:   1, Func:   5: Write Single Coil"
"406932","1593264914.564184","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 46597; Unit:   1, Func:   5: Write Single Coil"
"406933","1593264914.564310","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 46991; Unit:   1, Func:   5: Write Single Coil"
"406940","1593264914.567556","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 46991; Unit:   1, Func:   5: Write Single Coil"
"406941","1593264914.567631","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 38375; Unit:   1, Func:   5: Write Single Coil"
"406945","1593264914.570825","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 38375; Unit:   1, Func:   5: Write Single Coil"
"406946","1593264914.570900","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 48423; Unit:   1, Func:   5: Write Single Coil"
"406953","1593264914.574101","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 48423; Unit:   1, Func:   5: Write Single Coil"
"406954","1593264914.574118","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 21578; Unit:   1, Func:   5: Write Single Coil"
"406962","1593264914.577401","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 21578; Unit:   1, Func:   5: Write Single Coil"
"407766","1593264915.077911","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10870; Unit:   1, Func:   5: Write Single Coil"
"407770","1593264915.079471","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10870; Unit:   1, Func:   5: Write Single Coil"
"407771","1593264915.079572","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4386; Unit:   1, Func:   5: Write Single Coil"
"407778","1593264915.082914","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4386; Unit:   1, Func:   5: Write Single Coil"
"407781","1593264915.083001","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10937; Unit:   1, Func:   5: Write Single Coil"
"407786","1593264915.086167","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10937; Unit:   1, Func:   5: Write Single Coil"
"407787","1593264915.086254","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 22073; Unit:   1, Func:   5: Write Single Coil"
"407793","1593264915.089416","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 22073; Unit:   1, Func:   5: Write Single Coil"
"407794","1593264915.089505","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 13755; Unit:   1, Func:   5: Write Single Coil"
